编号,片段名,文本,语言,中文,label,音频路径,answer
53764,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_52,660_00_29_54,739_chinesetts.wav",
53765,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_52,660_00_29_54,739_chinesetts.wav",
53766,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_55,259_00_29_56,860_chinesetts.wav",
53767,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_55,259_00_29_56,860_chinesetts.wav",
53768,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_59,060_00_30_05,180_chinesetts.wav",
53769,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_29_59,060_00_30_05,180_chinesetts.wav",
53770,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_06,660_00_30_07,900_chinesetts.wav",
53771,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_06,660_00_30_07,900_chinesetts.wav",
53772,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_08,180_00_30_09,380_chinesetts.wav",
53773,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_08,180_00_30_09,380_chinesetts.wav",
53774,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_09,779_00_30_13,219_chinesetts.wav",
53775,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_09,779_00_30_13,219_chinesetts.wav",
53776,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_13,499_00_30_14,620_chinesetts.wav",
53777,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_13,499_00_30_14,620_chinesetts.wav",
53778,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_14,820_00_30_16,340_chinesetts.wav",
53779,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_14,820_00_30_16,340_chinesetts.wav",
53780,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_17,860_00_30_23,180_chinesetts.wav",
53781,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_17,860_00_30_23,180_chinesetts.wav",
53782,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_24,299_00_30_28,900_chinesetts.wav",
53783,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_24,299_00_30_28,900_chinesetts.wav",
53784,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_30,699_00_30_31,900_chinesetts.wav",
53785,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_30,699_00_30_31,900_chinesetts.wav",
53786,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_32,219_00_30_33,219_chinesetts.wav",
53787,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_32,219_00_30_33,219_chinesetts.wav",
53788,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_33,380_00_30_35,660_chinesetts.wav",
53789,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_33,380_00_30_35,660_chinesetts.wav",
53790,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_38,699_00_30_40,499_chinesetts.wav",
53791,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_38,699_00_30_40,499_chinesetts.wav",
53792,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_40,660_00_30_41,820_chinesetts.wav",
53793,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_40,660_00_30_41,820_chinesetts.wav",
53794,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_42,060_00_30_43,580_chinesetts.wav",
53795,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_42,060_00_30_43,580_chinesetts.wav",
53796,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_44,180_00_30_44,900_chinesetts.wav",
53797,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_30_44,180_00_30_44,900_chinesetts.wav",
53798,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_25,539_00_31_26,660_chinesetts.wav",
53799,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_25,539_00_31_26,660_chinesetts.wav",
53800,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_26,860_00_31_27,860_chinesetts.wav",
53801,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_26,860_00_31_27,860_chinesetts.wav",
53802,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_41,860_00_31_42,900_chinesetts.wav",
53803,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_41,860_00_31_42,900_chinesetts.wav",
53804,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_44,779_00_31_46,299_chinesetts.wav",
53805,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_44,779_00_31_46,299_chinesetts.wav",
53806,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_50,660_00_31_52,259_chinesetts.wav",
53807,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_31_50,660_00_31_52,259_chinesetts.wav",
53808,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_24,060_00_32_25,900_chinesetts.wav",
53809,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_24,060_00_32_25,900_chinesetts.wav",
53810,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_26,340_00_32_28,939_chinesetts.wav",
53811,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_26,340_00_32_28,939_chinesetts.wav",
53812,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_38,420_00_32_39,900_chinesetts.wav",
53813,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_38,420_00_32_39,900_chinesetts.wav",
53814,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_40,180_00_32_40,820_chinesetts.wav",
53815,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_40,180_00_32_40,820_chinesetts.wav",
53816,电视剧4 EP10,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_54,060_00_32_55,499_chinesetts.wav",
53817,电视剧4 EP10,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP10/电视剧4 EP10_00_32_54,060_00_32_55,499_chinesetts.wav",
53818,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_21,060_00_02_23,420_chinesetts.wav",
53819,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_21,060_00_02_23,420_chinesetts.wav",
53820,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_29,740_00_02_31,140_chinesetts.wav",
53821,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_29,740_00_02_31,140_chinesetts.wav",
53822,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_31,619_00_02_33,780_chinesetts.wav",
53823,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_31,619_00_02_33,780_chinesetts.wav",
53824,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_33,939_00_02_35,060_chinesetts.wav",
53825,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_33,939_00_02_35,060_chinesetts.wav",
53826,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_35,619_00_02_41,180_chinesetts.wav",
53827,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_35,619_00_02_41,180_chinesetts.wav",
53828,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_43,820_00_02_47,499_chinesetts.wav",
53829,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_43,820_00_02_47,499_chinesetts.wav",
53830,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_47,699_00_02_48,660_chinesetts.wav",
53831,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_47,699_00_02_48,660_chinesetts.wav",
53832,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_48,860_00_02_49,899.wav",
53833,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_48,860_00_02_49,899.wav",
53834,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_51,499_00_02_53,180_chinesetts.wav",
53835,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_51,499_00_02_53,180_chinesetts.wav",
53836,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_53,339_00_02_59,259_chinesetts.wav",
53837,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_02_53,339_00_02_59,259_chinesetts.wav",
53838,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_00,300_00_03_02,499_chinesetts.wav",
53839,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_00,300_00_03_02,499_chinesetts.wav",
53840,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_05,020_00_03_06,020_chinesetts.wav",
53841,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_05,020_00_03_06,020_chinesetts.wav",
53842,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_14,100_00_03_16,820_chinesetts.wav",
53843,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_14,100_00_03_16,820_chinesetts.wav",
53844,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_17,259_00_03_19,339_chinesetts.wav",
53845,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_17,259_00_03_19,339_chinesetts.wav",
53846,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_20,100_00_03_23,619_chinesetts.wav",
53847,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_20,100_00_03_23,619_chinesetts.wav",
53848,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_23,740_00_03_25,499_chinesetts.wav",
53849,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_23,740_00_03_25,499_chinesetts.wav",
53850,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_26,539_00_03_28,460_chinesetts.wav",
53851,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_26,539_00_03_28,460_chinesetts.wav",
53852,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_29,220_00_03_32,380_chinesetts.wav",
53853,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_29,220_00_03_32,380_chinesetts.wav",
53854,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_32,539_00_03_33,699_chinesetts.wav",
53855,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_32,539_00_03_33,699_chinesetts.wav",
53856,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_34,339_00_03_35,499_chinesetts.wav",
53857,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_34,339_00_03_35,499_chinesetts.wav",
53858,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_38,339_00_03_44,020_chinesetts.wav",
53859,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_38,339_00_03_44,020_chinesetts.wav",
53860,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_44,259_00_03_45,540_chinesetts.wav",
53861,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_44,259_00_03_45,540_chinesetts.wav",
53862,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_45,819_00_03_48,099_chinesetts.wav",
53863,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_45,819_00_03_48,099_chinesetts.wav",
53864,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_48,580_00_03_49,860_chinesetts.wav",
53865,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_48,580_00_03_49,860_chinesetts.wav",
53866,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_51,219_00_03_54,899_chinesetts.wav",
53867,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_51,219_00_03_54,899_chinesetts.wav",
53868,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_57,099_00_03_58,619_chinesetts.wav",
53869,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_57,099_00_03_58,619_chinesetts.wav",
53870,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_59,219_00_04_02,339_chinesetts.wav",
53871,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_03_59,219_00_04_02,339_chinesetts.wav",
53872,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_03,379_00_04_04,740_chinesetts.wav",
53873,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_03,379_00_04_04,740_chinesetts.wav",
53874,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_05,580_00_04_07,420_chinesetts.wav",
53875,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_05,580_00_04_07,420_chinesetts.wav",
53876,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_07,659_00_04_09,420_chinesetts.wav",
53877,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_07,659_00_04_09,420_chinesetts.wav",
53878,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_09,580_00_04_12,819_chinesetts.wav",
53879,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_09,580_00_04_12,819_chinesetts.wav",
53880,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_13,740_00_04_15,939_chinesetts.wav",
53881,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_13,740_00_04_15,939_chinesetts.wav",
53882,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_17,300_00_04_20,700_chinesetts.wav",
53883,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_17,300_00_04_20,700_chinesetts.wav",
53884,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_23,140_00_04_24,180_chinesetts.wav",
53885,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_23,140_00_04_24,180_chinesetts.wav",
53886,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_24,659_00_04_25,499_chinesetts.wav",
53887,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_04_24,659_00_04_25,499_chinesetts.wav",
53888,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_09,300_00_05_12,779_chinesetts.wav",
53889,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_09,300_00_05_12,779_chinesetts.wav",
53890,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_13,700_00_05_15,020_chinesetts.wav",
53891,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_13,700_00_05_15,020_chinesetts.wav",
53892,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_15,619_00_05_18,700_chinesetts.wav",
53893,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_15,619_00_05_18,700_chinesetts.wav",
53894,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_19,180_00_05_21,180_chinesetts.wav",
53895,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_19,180_00_05_21,180_chinesetts.wav",
53896,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_21,819_00_05_23,659_chinesetts.wav",
53897,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_21,819_00_05_23,659_chinesetts.wav",
53898,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_24,540_00_05_28,460_chinesetts.wav",
53899,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_24,540_00_05_28,460_chinesetts.wav",
53900,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_53,900_00_05_57,459_chinesetts.wav",
53901,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_53,900_00_05_57,459_chinesetts.wav",
53902,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_59,059_00_06_00,699_chinesetts.wav",
53903,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_05_59,059_00_06_00,699_chinesetts.wav",
53904,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_00,819_00_06_03,300_chinesetts.wav",
53905,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_00,819_00_06_03,300_chinesetts.wav",
53906,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_06,139_00_06_11,579_chinesetts.wav",
53907,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_06,139_00_06_11,579_chinesetts.wav",
53908,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_11,740_00_06_15,059_chinesetts.wav",
53909,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_11,740_00_06_15,059_chinesetts.wav",
53910,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_19,459_00_06_25,860_chinesetts.wav",
53911,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_19,459_00_06_25,860_chinesetts.wav",
53912,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_33,019_00_06_36,019_chinesetts.wav",
53913,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_33,019_00_06_36,019_chinesetts.wav",
53914,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_37,660_00_06_40,619_chinesetts.wav",
53915,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_37,660_00_06_40,619_chinesetts.wav",
53916,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_41,300_00_06_48,139_chinesetts.wav",
53917,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_41,300_00_06_48,139_chinesetts.wav",
53918,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_52,220_00_06_53,619_chinesetts.wav",
53919,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_06_52,220_00_06_53,619_chinesetts.wav",
53920,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_26,540_00_07_29,499_chinesetts.wav",
53921,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_26,540_00_07_29,499_chinesetts.wav",
53922,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_30,540_00_07_31,780_chinesetts.wav",
53923,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_30,540_00_07_31,780_chinesetts.wav",
53924,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_31,939_00_07_33,860_chinesetts.wav",
53925,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_31,939_00_07_33,860_chinesetts.wav",
53926,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_34,459_00_07_35,819_chinesetts.wav",
53927,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_34,459_00_07_35,819_chinesetts.wav",
53928,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_37,259_00_07_38,499_chinesetts.wav",
53929,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_37,259_00_07_38,499_chinesetts.wav",
53930,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_39,340_00_07_41,660_chinesetts.wav",
53931,电视剧4 EP11,,泰语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_39,340_00_07_41,660_chinesetts.wav",
53932,电视剧4 EP11,,英语,,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_07_42,019_00_07_44,019_chinesetts.wav",
